pasta,nome_final,cod_agrupador,titulo_produto,cor_nome,confianca,arquivo,url_original,id,dt_inclusao,duplicado
BABUCHE/Babuche Baby Feminina Molekinha 2749200 GaspInj/34224 pretoprata,01.png,2607903-34224pretoprata,Babuche Baby Feminina Molekinha 2749.200 Gasp/Inj,34224 preto/prata,ALTA,01-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/05/produto/15874/01-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,15874,12/05/2026 14:52:38,
BABUCHE/Babuche Baby Feminina Molekinha 2749200 GaspInj/34224 pretoprata,02.png,2607903-34224pretoprata,Babuche Baby Feminina Molekinha 2749.200 Gasp/Inj,34224 preto/prata,ALTA,02-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/05/produto/15875/02-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,15875,12/05/2026 14:52:38,
BABUCHE/Babuche Baby Feminina Molekinha 2749200 GaspInj/34224 pretoprata,03.png,2607903-34224pretoprata,Babuche Baby Feminina Molekinha 2749.200 Gasp/Inj,34224 preto/prata,ALTA,03-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/05/produto/15876/03-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,15876,12/05/2026 14:52:39,
BABUCHE/Babuche Baby Feminina Molekinha 2749200 GaspInj/34224 pretoprata,04.png,2607903-34224pretoprata,Babuche Baby Feminina Molekinha 2749.200 Gasp/Inj,34224 preto/prata,ALTA,04-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/05/produto/15877/04-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,15877,12/05/2026 14:52:39,
BABUCHE/Babuche Baby Feminina Molekinha 2749200 GaspInj/34224 pretoprata,05.png,2607903-34224pretoprata,Babuche Baby Feminina Molekinha 2749.200 Gasp/Inj,34224 preto/prata,ALTA,05-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/05/produto/15878/05-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,15878,12/05/2026 14:52:39,
BABUCHE/Babuche Baby Feminina Molekinha 2749200 GaspInj/34224 pretoprata,06.png,2607903-34224pretoprata,Babuche Baby Feminina Molekinha 2749.200 Gasp/Inj,34224 preto/prata,ALTA,06-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/05/produto/15879/06-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,15879,12/05/2026 14:52:39,
BABUCHE/Babuche Baby Feminina Molekinha 2749200 GaspInj/34224 pretoprata,07.png,2607903-34224pretoprata,Babuche Baby Feminina Molekinha 2749.200 Gasp/Inj,34224 preto/prata,ALTA,07-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/05/produto/15880/07-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,15880,12/05/2026 14:52:39,
BABUCHE/Babuche Baby Feminina Molekinha 2749200 GaspInj/34224 pretoprata,08.png,2607903-34224pretoprata,Babuche Baby Feminina Molekinha 2749.200 Gasp/Inj,34224 preto/prata,ALTA,08-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/05/produto/15881/08-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,15881,12/05/2026 14:52:40,
BABUCHE/Babuche Baby Feminina Molekinha 2749200 GaspInj/34224 pretoprata,09.png,2607903-34224pretoprata,Babuche Baby Feminina Molekinha 2749.200 Gasp/Inj,34224 preto/prata,ALTA,09-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/05/produto/15882/09-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,15882,12/05/2026 14:52:40,
BABUCHE/Babuche Baby Feminina Molekinha 2749200 GaspInj/34224 pretoprata,10.png,2607903-34224pretoprata,Babuche Baby Feminina Molekinha 2749.200 Gasp/Inj,34224 preto/prata,ALTA,10-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/05/produto/15883/10-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,15883,12/05/2026 14:52:40,
BABUCHE/Babuche Baby Feminina Molekinha 2749200 GaspInj/34224 pretoprata,11.png,2607903-34224pretoprata,Babuche Baby Feminina Molekinha 2749.200 Gasp/Inj,34224 preto/prata,ALTA,11-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/05/produto/15884/11-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,15884,12/05/2026 14:52:40,
BABUCHE/Babuche Baby Feminina Molekinha 2749200 GaspInj/34224 pretoprata,12.png,2607903-34224pretoprata,Babuche Baby Feminina Molekinha 2749.200 Gasp/Inj,34224 preto/prata,ALTA,12-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/05/produto/15885/12-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,15885,12/05/2026 14:52:40,
BABUCHE/Babuche Baby Feminina Molekinha 2749200 GaspInj/34224 pretoprata,13.png,2607903-34224pretoprata,Babuche Baby Feminina Molekinha 2749.200 Gasp/Inj,34224 preto/prata,ALTA,13-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/05/produto/15886/13-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,15886,12/05/2026 14:52:40,
BABUCHE/Babuche Baby Feminina Molekinha 2749200 GaspInj/34224 pretoprata,14.png,2607903-34224pretoprata,Babuche Baby Feminina Molekinha 2749.200 Gasp/Inj,34224 preto/prata,ALTA,14-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/05/produto/15887/14-babuche-baby-feminina-molekinha-2749-200-gasp-inj.png,15887,12/05/2026 14:52:41,
BABUCHE/Babuche Baby Feminina Molekinha Multicolor 2749300/88795 crememulticolor,01.png,2644428-88795crememulticolor,Babuche Baby Feminina Molekinha Multicolor 2749.300,88795 creme/multicolor,ALTA,01-babuche-baby-feminina-molekinha-multicolor-2749-300.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/06/produto/16692/01-babuche-baby-feminina-molekinha-multicolor-2749-300.png,16692,12/06/2026 12:21:01,
BABUCHE/Babuche Baby Feminina Molekinha Multicolor 2749300/88795 crememulticolor,02.png,2644428-88795crememulticolor,Babuche Baby Feminina Molekinha Multicolor 2749.300,88795 creme/multicolor,ALTA,02-babuche-baby-feminina-molekinha-multicolor-2749-300.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/06/produto/16693/02-babuche-baby-feminina-molekinha-multicolor-2749-300.png,16693,12/06/2026 12:21:02,
BABUCHE/Babuche Baby Feminina Molekinha Multicolor 2749300/88795 crememulticolor,03.png,2644428-88795crememulticolor,Babuche Baby Feminina Molekinha Multicolor 2749.300,88795 creme/multicolor,ALTA,03-babuche-baby-feminina-molekinha-multicolor-2749-300.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/06/produto/16694/03-babuche-baby-feminina-molekinha-multicolor-2749-300.png,16694,12/06/2026 12:21:02,
BABUCHE/Babuche Baby Feminina Molekinha Multicolor 2749300/88795 crememulticolor,04.png,2644428-88795crememulticolor,Babuche Baby Feminina Molekinha Multicolor 2749.300,88795 creme/multicolor,ALTA,04-babuche-baby-feminina-molekinha-multicolor-2749-300.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/06/produto/16695/04-babuche-baby-feminina-molekinha-multicolor-2749-300.png,16695,12/06/2026 12:21:02,
BABUCHE/Babuche Baby Feminina Molekinha Multicolor 2749300/88795 crememulticolor,05.png,2644428-88795crememulticolor,Babuche Baby Feminina Molekinha Multicolor 2749.300,88795 creme/multicolor,ALTA,05-babuche-baby-feminina-molekinha-multicolor-2749-300.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/06/produto/16696/05-babuche-baby-feminina-molekinha-multicolor-2749-300.png,16696,12/06/2026 12:21:02,
BABUCHE/Babuche Baby Feminino Molekinha EVA 2749101/78276 rosa a1,01.png,2644371-78276rosaa1,Babuche Baby Feminino Molekinha EVA 2749.101,78276 rosa a1,ALTA,01-babuche-baby-feminino-molekinha-eva-2749-101.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/06/produto/16680/01-babuche-baby-feminino-molekinha-eva-2749-101.png,16680,12/06/2026 11:32:20,
BABUCHE/Babuche Baby Feminino Molekinha EVA 2749101/78276 rosa a1,02.png,2644371-78276rosaa1,Babuche Baby Feminino Molekinha EVA 2749.101,78276 rosa a1,ALTA,02-babuche-baby-feminino-molekinha-eva-2749-101.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/06/produto/16681/02-babuche-baby-feminino-molekinha-eva-2749-101.png,16681,12/06/2026 11:32:20,
BABUCHE/Babuche Baby Feminino Molekinha EVA 2749101/78276 rosa a1,03.png,2644371-78276rosaa1,Babuche Baby Feminino Molekinha EVA 2749.101,78276 rosa a1,ALTA,03-babuche-baby-feminino-molekinha-eva-2749-101.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/06/produto/16682/03-babuche-baby-feminino-molekinha-eva-2749-101.png,16682,12/06/2026 11:32:21,
BABUCHE/Babuche Baby Feminino Molekinha EVA 2749101/78276 rosa a1,04.png,2644371-78276rosaa1,Babuche Baby Feminino Molekinha EVA 2749.101,78276 rosa a1,ALTA,04-babuche-baby-feminino-molekinha-eva-2749-101.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/06/produto/16683/04-babuche-baby-feminino-molekinha-eva-2749-101.png,16683,12/06/2026 11:32:21,
BABUCHE/Babuche Baby Feminino Molekinha EVA 2749101/78276 rosa a1,05.png,2644371-78276rosaa1,Babuche Baby Feminino Molekinha EVA 2749.101,78276 rosa a1,ALTA,05-babuche-baby-feminino-molekinha-eva-2749-101.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/06/produto/16684/05-babuche-baby-feminino-molekinha-eva-2749-101.png,16684,12/06/2026 11:32:21,
BABUCHE/Babuche Baby Feminino Molekinha EVA 2749101/78276 rosa a1,06.png,2644371-78276rosaa1,Babuche Baby Feminino Molekinha EVA 2749.101,78276 rosa a1,ALTA,06-babuche-baby-feminino-molekinha-eva-2749-101.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/06/produto/16685/06-babuche-baby-feminino-molekinha-eva-2749-101.png,16685,12/06/2026 11:32:21,
BABUCHE/Babuche Baby Feminino Molekinha EVA 2749101/78276 rosa a1,07.png,2644371-78276rosaa1,Babuche Baby Feminino Molekinha EVA 2749.101,78276 rosa a1,ALTA,07-babuche-baby-feminino-molekinha-eva-2749-101.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/06/produto/16686/07-babuche-baby-feminino-molekinha-eva-2749-101.png,16686,12/06/2026 11:32:21,
BABUCHE/Babuche Baby Feminino Molekinha EVA 2749101/78276 rosa a1,08.png,2644371-78276rosaa1,Babuche Baby Feminino Molekinha EVA 2749.101,78276 rosa a1,ALTA,08-babuche-baby-feminino-molekinha-eva-2749-101.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/06/produto/16687/08-babuche-baby-feminino-molekinha-eva-2749-101.png,16687,12/06/2026 11:32:22,
BABUCHE/Babuche Baby Molekinho 2653103 Eva Elastic/15745 preto b,01.png,2598201-15745pretob,Babuche Baby Molekinho 2653.103 Eva Elastic,15745 preto b,ALTA,01-babuche-baby-molekinho-2653-103-eva-elastic.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/04/produto/15143/01-babuche-baby-molekinho-2653-103-eva-elastic.png,15143,16/04/2026 14:23:41,
BABUCHE/Babuche Baby Molekinho 2653103 Eva Elastic/15745 preto b,02.png,2598201-15745pretob,Babuche Baby Molekinho 2653.103 Eva Elastic,15745 preto b,ALTA,02-babuche-baby-molekinho-2653-103-eva-elastic.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/04/produto/15144/02-babuche-baby-molekinho-2653-103-eva-elastic.png,15144,16/04/2026 14:23:41,
BABUCHE/Babuche Baby Molekinho 2653103 Eva Elastic/15745 preto b,03.png,2598201-15745pretob,Babuche Baby Molekinho 2653.103 Eva Elastic,15745 preto b,ALTA,03-babuche-baby-molekinho-2653-103-eva-elastic.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/04/produto/15145/03-babuche-baby-molekinho-2653-103-eva-elastic.png,15145,16/04/2026 14:23:41,
BABUCHE/Babuche Baby Molekinho 2653103 Eva Elastic/15745 preto b,04.png,2598201-15745pretob,Babuche Baby Molekinho 2653.103 Eva Elastic,15745 preto b,ALTA,04-babuche-baby-molekinho-2653-103-eva-elastic.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/04/produto/15146/04-babuche-baby-molekinho-2653-103-eva-elastic.png,15146,16/04/2026 14:23:41,
BABUCHE/Babuche Baby Molekinho 2653103 Eva Elastic/15745 preto b,05.png,2598201-15745pretob,Babuche Baby Molekinho 2653.103 Eva Elastic,15745 preto b,ALTA,05-babuche-baby-molekinho-2653-103-eva-elastic.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/04/produto/15147/05-babuche-baby-molekinho-2653-103-eva-elastic.png,15147,16/04/2026 14:23:42,
BABUCHE/Babuche Baby Molekinho 2653103 Eva Elastic/15745 preto b,06.png,2598201-15745pretob,Babuche Baby Molekinho 2653.103 Eva Elastic,15745 preto b,ALTA,06-babuche-baby-molekinho-2653-103-eva-elastic.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/04/produto/15148/06-babuche-baby-molekinho-2653-103-eva-elastic.png,15148,16/04/2026 14:23:42,
BABUCHE/Babuche Baby Molekinho 72653100 Eva/17745 preto eb,01.png,2598714-17745pretoeb,Babuche Baby Molekinho 72653.100 Eva,17745 preto eb,ALTA,01-babuche-baby-molekinho-72653-100-eva-babuche-molekinho-2653-100-eva-17745-preto-eb-25-26.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/04/produto/15183/01-babuche-baby-molekinho-72653-100-eva-babuche-molekinho-2653-100-eva-17745-preto-eb-25-26.png,15183,20/04/2026 14:41:45,
BABUCHE/Babuche Baby Molekinho 72653100 Eva/17745 preto eb,02.png,2598714-17745pretoeb,Babuche Baby Molekinho 72653.100 Eva,17745 preto eb,ALTA,02-babuche-baby-molekinho-72653-100-eva-babuche-molekinho-2653-100-eva-17745-preto-eb-25-26.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/04/produto/15184/02-babuche-baby-molekinho-72653-100-eva-babuche-molekinho-2653-100-eva-17745-preto-eb-25-26.png,15184,20/04/2026 14:41:45,
BABUCHE/Babuche Baby Molekinho 72653100 Eva/17745 preto eb,03.png,2598714-17745pretoeb,Babuche Baby Molekinho 72653.100 Eva,17745 preto eb,ALTA,03-babuche-baby-molekinho-72653-100-eva-babuche-molekinho-2653-100-eva-17745-preto-eb-25-26.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/04/produto/15185/03-babuche-baby-molekinho-72653-100-eva-babuche-molekinho-2653-100-eva-17745-preto-eb-25-26.png,15185,20/04/2026 14:41:45,
BABUCHE/Babuche Baby Molekinho 72653100 Eva/17745 preto eb,04.png,2598714-17745pretoeb,Babuche Baby Molekinho 72653.100 Eva,17745 preto eb,ALTA,04-babuche-baby-molekinho-72653-100-eva-babuche-molekinho-2653-100-eva-17745-preto-eb-25-26.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/04/produto/15186/04-babuche-baby-molekinho-72653-100-eva-babuche-molekinho-2653-100-eva-17745-preto-eb-25-26.png,15186,20/04/2026 14:41:46,
BABUCHE/Babuche Baby Molekinho 72653100 Eva/17745 preto eb,05.png,2598714-17745pretoeb,Babuche Baby Molekinho 72653.100 Eva,17745 preto eb,ALTA,05-babuche-baby-molekinho-72653-100-eva-babuche-molekinho-2653-100-eva-17745-preto-eb-25-26.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/04/produto/15187/05-babuche-baby-molekinho-72653-100-eva-babuche-molekinho-2653-100-eva-17745-preto-eb-25-26.png,15187,20/04/2026 14:41:46,
BABUCHE/Babuche Baby Molekinho 72653100 Eva/17745 preto eb,06.png,2598714-17745pretoeb,Babuche Baby Molekinho 72653.100 Eva,17745 preto eb,ALTA,06-babuche-baby-molekinho-72653-100-eva-babuche-molekinho-2653-100-eva-17745-preto-eb-25-26.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2026/04/produto/15188/06-babuche-baby-molekinho-72653-100-eva-babuche-molekinho-2653-100-eva-17745-preto-eb-25-26.png,15188,20/04/2026 14:41:46,
BABUCHE/Babuche Boaonda 1317138 Nellie/9736 rosa,01.png,2364076-9736ROSA,Babuche Boaonda 1317.138 Nellie,9736 rosa,ALTA,01-babuche-boaonda-1317-138-nellie.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/4665/01-babuche-boaonda-1317-138-nellie.png,4665,17/04/2025 18:06:20,
BABUCHE/Babuche Boaonda 1317138 Nellie/9736 rosa,02.png,2364076-9736ROSA,Babuche Boaonda 1317.138 Nellie,9736 rosa,MEDIA,01-babuche-boaonda-1317-123-nellie.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/4753/01-babuche-boaonda-1317-123-nellie.png,4753,22/04/2025 09:37:48,
BABUCHE/Babuche Boaonda 1317138 Nellie/9736 rosa,03.png,2364076-9736ROSA,Babuche Boaonda 1317.138 Nellie,9736 rosa,ALTA,02-babuche-boaonda-1317-138-nellie.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/4666/02-babuche-boaonda-1317-138-nellie.png,4666,17/04/2025 18:06:21,
BABUCHE/Babuche Boaonda 1317138 Nellie/9736 rosa,04.png,2364076-9736ROSA,Babuche Boaonda 1317.138 Nellie,9736 rosa,MEDIA,02-babuche-boaonda-1317-123-nellie.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/4754/02-babuche-boaonda-1317-123-nellie.png,4754,22/04/2025 09:37:48,
BABUCHE/Babuche Boaonda 1317138 Nellie/9736 rosa,05.png,2364076-9736ROSA,Babuche Boaonda 1317.138 Nellie,9736 rosa,ALTA,03-babuche-boaonda-1317-138-nellie.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/4667/03-babuche-boaonda-1317-138-nellie.png,4667,17/04/2025 18:06:21,
BABUCHE/Babuche Boaonda 1317138 Nellie/9736 rosa,06.png,2364076-9736ROSA,Babuche Boaonda 1317.138 Nellie,9736 rosa,MEDIA,03-babuche-boaonda-1317-123-nellie.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/4755/03-babuche-boaonda-1317-123-nellie.png,4755,22/04/2025 09:37:48,
BABUCHE/Babuche Boaonda 1317138 Nellie/9736 rosa,07.png,2364076-9736ROSA,Babuche Boaonda 1317.138 Nellie,9736 rosa,ALTA,04-babuche-boaonda-1317-138-nellie.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/4668/04-babuche-boaonda-1317-138-nellie.png,4668,17/04/2025 18:06:21,
BABUCHE/Babuche Boaonda 1317138 Nellie/9736 rosa,08.png,2364076-9736ROSA,Babuche Boaonda 1317.138 Nellie,9736 rosa,MEDIA,04-babuche-boaonda-1317-123-nellie.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/4756/04-babuche-boaonda-1317-123-nellie.png,4756,22/04/2025 09:37:48,
BABUCHE/Babuche Boaonda 1317138 Nellie/9736 rosa,09.png,2364076-9736ROSA,Babuche Boaonda 1317.138 Nellie,9736 rosa,MEDIA,05-babuche-boaonda-1317-123-nellie.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/4757/05-babuche-boaonda-1317-123-nellie.png,4757,22/04/2025 09:37:49,
BABUCHE/Babuche Boaonda 1317138 Nellie/9736 rosa,10.png,2364076-9736ROSA,Babuche Boaonda 1317.138 Nellie,9736 rosa,MEDIA,06-babuche-boaonda-1317-123-nellie.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/4758/06-babuche-boaonda-1317-123-nellie.png,4758,22/04/2025 09:37:49,
BABUCHE/Babuche Boaonda 1317138 Nellie/9736 rosa,11.png,2364076-9736ROSA,Babuche Boaonda 1317.138 Nellie,9736 rosa,MEDIA,07-babuche-boaonda-1317-123-nellie.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/4759/07-babuche-boaonda-1317-123-nellie.png,4759,22/04/2025 09:37:49,
BABUCHE/Babuche Boaonda 1317138 Nellie/9736 rosa,12.png,2364076-9736ROSA,Babuche Boaonda 1317.138 Nellie,9736 rosa,MEDIA,08-babuche-boaonda-1317-123-nellie.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/4760/08-babuche-boaonda-1317-123-nellie.png,4760,22/04/2025 09:37:49,
BABUCHE/Babuche Boaonda 1317138 Nellie/9736 rosa,13.png,2364076-9736ROSA,Babuche Boaonda 1317.138 Nellie,9736 rosa,MEDIA,09-babuche-boaonda-1317-123-nellie.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/4761/09-babuche-boaonda-1317-123-nellie.png,4761,22/04/2025 09:38:55,
BABUCHE/Babuche Boaonda 1716 John/011 classic bluepreto-br,01.png,2361858-011classicbluepreto-br,Babuche Boaonda 1716 John,011 classic blue/preto-br,MEDIA,01-babuche-boa-onda-1716-john-babuche-boaonda-1716-john.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/2268/01-babuche-boa-onda-1716-john-babuche-boaonda-1716-john.png,2268,04/04/2025 09:47:50,
BABUCHE/Babuche Boaonda 1716 John/011 classic bluepreto-br,02.png,2361858-011classicbluepreto-br,Babuche Boaonda 1716 John,011 classic blue/preto-br,MEDIA,02-babuche-boa-onda-1716-john-babuche-boaonda-1716-john.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/2269/02-babuche-boa-onda-1716-john-babuche-boaonda-1716-john.png,2269,04/04/2025 09:47:50,
BABUCHE/Babuche Boaonda 1716 John/011 classic bluepreto-br,03.png,2361858-011classicbluepreto-br,Babuche Boaonda 1716 John,011 classic blue/preto-br,MEDIA,03-babuche-boa-onda-1716-john-babuche-boaonda-1716-john.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/2270/03-babuche-boa-onda-1716-john-babuche-boaonda-1716-john.png,2270,04/04/2025 09:47:50,
BABUCHE/Babuche Boaonda 1716 John/011 classic bluepreto-br,04.png,2361858-011classicbluepreto-br,Babuche Boaonda 1716 John,011 classic blue/preto-br,MEDIA,04-babuche-boa-onda-1716-john-babuche-boaonda-1716-john.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/2271/04-babuche-boa-onda-1716-john-babuche-boaonda-1716-john.png,2271,04/04/2025 09:47:50,
BABUCHE/Babuche Boaonda 1716 John/011 classic bluepreto-br,05.png,2361858-011classicbluepreto-br,Babuche Boaonda 1716 John,011 classic blue/preto-br,MEDIA,05-babuche-boa-onda-1716-john-babuche-boaonda-1716-john.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/2272/05-babuche-boa-onda-1716-john-babuche-boaonda-1716-john.png,2272,04/04/2025 09:47:51,
BABUCHE/Babuche Boaonda 1716 John/011 classic bluepreto-br,06.png,2361858-011classicbluepreto-br,Babuche Boaonda 1716 John,011 classic blue/preto-br,ALTA,06-babuche-boaonda-1716-john.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/4196/06-babuche-boaonda-1716-john.png,4196,15/04/2025 16:43:07,
BABUCHE/Babuche Boaonda 1716 John/011 classic bluepreto-br,07.png,2361858-011classicbluepreto-br,Babuche Boaonda 1716 John,011 classic blue/preto-br,ALTA,07-babuche-boaonda-1716-john.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/4197/07-babuche-boaonda-1716-john.png,4197,15/04/2025 16:43:07,
BABUCHE/Babuche Boaonda 1716 John/011 classic bluepreto-br,08.png,2361858-011classicbluepreto-br,Babuche Boaonda 1716 John,011 classic blue/preto-br,ALTA,08-babuche-boaonda-1716-john.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/4198/08-babuche-boaonda-1716-john.png,4198,15/04/2025 16:43:07,
BABUCHE/Babuche Boaonda 1716 John/011 classic bluepreto-br,09.png,2361858-011classicbluepreto-br,Babuche Boaonda 1716 John,011 classic blue/preto-br,ALTA,09-babuche-boaonda-1716-john.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/4199/09-babuche-boaonda-1716-john.png,4199,15/04/2025 16:43:07,
BABUCHE/Babuche Boaonda 1716 John/011 classic bluepreto-br,10.png,2361858-011classicbluepreto-br,Babuche Boaonda 1716 John,011 classic blue/preto-br,ALTA,10-babuche-boaonda-1716-john.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/08/produto/10973/10-babuche-boaonda-1716-john.png,10973,05/08/2025 09:57:08,
BABUCHE/Babuche Boaonda 1716 John/011 classic bluepreto-br,11.png,2361858-011classicbluepreto-br,Babuche Boaonda 1716 John,011 classic blue/preto-br,ALTA,11-babuche-boaonda-1716-john.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/08/produto/10974/11-babuche-boaonda-1716-john.png,10974,05/08/2025 09:57:08,
BABUCHE/Babuche Boaonda 1716 John/011 classic bluepreto-br,12.png,2361858-011classicbluepreto-br,Babuche Boaonda 1716 John,011 classic blue/preto-br,ALTA,12-babuche-boaonda-1716-john.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/08/produto/10975/12-babuche-boaonda-1716-john.png,10975,05/08/2025 09:57:09,
BABUCHE/Babuche Boaonda 1716 John/011 classic bluepreto-br,13.png,2361858-011classicbluepreto-br,Babuche Boaonda 1716 John,011 classic blue/preto-br,ALTA,13-babuche-boaonda-1716-john.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/08/produto/10976/13-babuche-boaonda-1716-john.png,10976,05/08/2025 09:57:09,
BABUCHE/Babuche Boaonda 1944208 Brave/001 brave pretocinza,01.png,2351015-001BRAVEPRETOCINZA,Babuche Boaonda 1944.208 Brave,001 brave preto/cinza,ALTA,01-babuche-boaonda-1944-208-brave.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/2155/01-babuche-boaonda-1944-208-brave.png,2155,03/04/2025 14:39:22,
BABUCHE/Babuche Boaonda 1944208 Brave/001 brave pretocinza,02.png,2351015-001BRAVEPRETOCINZA,Babuche Boaonda 1944.208 Brave,001 brave preto/cinza,MEDIA,01-babuche-boaonda-1944-102-brave.png,https://chinelarialeilaneneves.cdn.magazord.com.br/img/2025/04/produto/4169/01-babuche-boaonda-1944-102-brave.png,4169,15/04/2025 15:40:57,
